transaction_id,account_id,amount,transaction_type,transaction_date,currency
1755,1150,1468.35,credit,2024-03-05 00:39:27.596759,USD
1756,1084,679.25,debit,2024-03-05 01:32:01.512151,EUR
1757,1146,663.92,credit,2024-03-05 02:24:35.427542,USD
1758,1623,576.98,debit,2024-03-05 03:17:09.342934,EUR
1759,1380,961.78,debit,2024-03-05 04:09:43.258325,USD
1760,1914,369.47,credit,2024-03-05 05:02:17.173717,USD
1761,1547,976.41,credit,2024-03-05 05:54:51.089108,USD
1762,1284,1411.31,debit,2024-03-05 06:47:25.004500,USD
1763,1699,69.28,debit,2024-03-05 07:39:58.919891,USD
1764,1081,29.46,debit,2024-03-05 08:32:32.835283,USD
1765,1513,159.49,debit,2024-03-05 09:25:06.750675,USD
1766,1896,1075.96,credit,2024-03-05 10:17:40.666066,USD
1767,1814,1710.37,debit,2024-03-05 11:10:14.581458,EUR
1768,1708,19.72,credit,2024-03-05 12:02:48.496849,USD
1769,1915,1873.96,credit,2024-03-05 12:55:22.412241,EUR
1770,1522,221.49,debit,2024-03-05 13:47:56.327632,EUR
1771,1745,1685.55,debit,2024-03-05 14:40:30.243024,USD
1772,1385,970.88,debit,2024-03-05 15:33:04.158415,USD
1773,1706,1322.12,credit,2024-03-05 16:25:38.073807,USD
1774,1470,1026.26,debit,2024-03-05 17:18:11.989198,GBP
1775,1118,959.33,debit,2024-03-05 18:10:45.904590,USD
1776,1395,1671.45,debit,2024-03-05 19:03:19.819981,GBP
1777,1531,1514.21,credit,2024-03-05 19:55:53.735373,USD
1778,1260,971.97,debit,2024-03-05 20:48:27.650765,EUR
1779,1804,232.16,credit,2024-03-05 21:41:01.566156,USD
1780,1933,,debit,2024-03-05 22:33:35.481548,EUR
1781,1255,1605.06,debit,2024-03-05 23:26:09.396939,USD
1782,1733,1063.49,debit,2024-03-06 00:18:43.312331,USD
1783,1904,968.36,credit,2024-03-06 01:11:17.227722,USD
1784,1225,1364.33,credit,2024-03-06 02:03:51.143114,USD
1785,1052,1719.09,credit,2024-03-06 02:56:25.058505,USD
1786,1939,1261.46,credit,2024-03-06 03:48:58.973897,USD
1787,1866,1528.07,debit,2024-03-06 04:41:32.889288,USD
1788,1499,1532.89,credit,2024-03-06 05:34:06.804680,USD
1789,1505,718.96,credit,2024-03-06 06:26:40.720072,USD
1790,1853,555.43,debit,2024-03-06 07:19:14.635463,USD
1791,1363,1604.32,credit,2024-03-06 08:11:48.550855,EUR
1792,1279,760.59,debit,2024-03-06 09:04:22.466246,USD
1793,1592,1807.64,credit,2024-03-06 09:56:56.381638,USD
1794,1713,148.68,credit,2024-03-06 10:49:30.297029,USD
1795,1157,125.85,debit,2024-03-06 11:42:04.212421,EUR
1796,1631,1854.74,credit,2024-03-06 12:34:38.127812,USD
1797,1058,1300.43,credit,2024-03-06 13:27:12.043204,EUR
1798,1726,765.4,credit,2024-03-06 14:19:45.958595,USD
1799,1127,1512.57,credit,2024-03-06 15:12:19.873987,EUR
1800,1735,1347.93,debit,2024-03-06 16:04:53.789378,USD
1801,1720,1067.09,debit,2024-03-06 16:57:27.704770,EUR
1802,1881,206.76,credit,2024-03-06 17:50:01.620162,USD
1803,1114,1626.24,debit,2024-03-06 18:42:35.535553,USD
1804,1208,1733.39,debit,2024-03-06 19:35:09.450945,USD
1805,1525,352.62,debit,2024-03-06 20:27:43.366336,GBP
1806,1520,1702.52,credit,2024-03-06 21:20:17.281728,EUR
1807,1551,1756.92,debit,2024-03-06 22:12:51.197119,EUR
1808,1961,1103.36,credit,2024-03-06 23:05:25.112511,USD
1809,1236,1315.8,debit,2024-03-06 23:57:59.027902,USD
1810,1280,770.65,debit,2024-03-07 00:50:32.943294,USD
1811,1358,570.77,credit,2024-03-07 01:43:06.858685,USD
1812,1200,1446.75,credit,2024-03-07 02:35:40.774077,EUR
1813,1757,1725.13,credit,2024-03-07 03:28:14.689468,USD
1814,1277,1311.61,credit,2024-03-07 04:20:48.604860,USD
1815,1234,1028.07,credit,2024-03-07 05:13:22.520252,USD
1816,1493,326.26,debit,2024-03-07 06:05:56.435643,EUR
1817,1003,116.38,credit,2024-03-07 06:58:30.351035,USD
1818,1665,896.93,credit,2024-03-07 07:51:04.266426,GBP
1819,1441,108.21,credit,2024-03-07 08:43:38.181818,USD
1820,1028,1142.98,credit,2024-03-07 09:36:12.097209,EUR
1821,1108,771.63,credit,2024-03-07 10:28:46.012601,USD
1822,1609,1516.81,debit,2024-03-07 11:21:19.927992,USD
1823,1726,618.24,credit,2024-03-07 12:13:53.843384,EUR
1824,1804,1190.04,debit,2024-03-07 13:06:27.758775,USD
1825,1074,1079.99,credit,2024-03-07 13:59:01.674167,USD
1826,1837,19.38,debit,2024-03-07 14:51:35.589558,USD
1827,1145,154.05,credit,2024-03-07 15:44:09.504950,USD
1828,1127,587.83,debit,2024-03-07 16:36:43.420342,EUR
1829,1852,1765.65,debit,2024-03-07 17:29:17.335733,USD
1830,1041,302.56,debit,2024-03-07 18:21:51.251125,EUR
1831,1355,1424.68,debit,2024-03-07 19:14:25.166516,USD
1832,1040,1947.0,debit,2024-03-07 20:06:59.081908,USD
1833,1933,1583.23,debit,2024-03-07 20:59:32.997299,USD
1834,1033,493.46,debit,2024-03-07 21:52:06.912691,GBP
1835,1016,1817.65,debit,2024-03-07 22:44:40.828082,GBP
1836,1676,195.28,debit,2024-03-07 23:37:14.743474,USD
1837,1152,941.6,credit,2024-03-08 00:29:48.658865,USD
1838,1997,1776.21,credit,2024-03-08 01:22:22.574257,EUR
1839,1377,1286.12,debit,2024-03-08 02:14:56.489648,EUR
1840,1587,833.15,credit,2024-03-08 03:07:30.405040,EUR
1841,1598,592.7,debit,2024-03-08 04:00:04.320432,USD
1842,1628,756.45,credit,2024-03-08 04:52:38.235823,USD
1843,1873,1022.79,credit,2024-03-08 05:45:12.151215,USD
1844,1341,644.9,debit,2024-03-08 06:37:46.066606,USD
1845,1980,1938.25,credit,2024-03-08 07:30:19.981998,EUR
1846,1026,1866.82,credit,2024-03-08 08:22:53.897389,USD
1847,1824,1742.64,credit,2024-03-08 09:15:27.812781,EUR
1848,1286,849.44,credit,2024-03-08 10:08:01.728172,USD
1849,1645,1385.69,debit,2024-03-08 11:00:35.643564,USD
1850,1730,1806.63,credit,2024-03-08 11:53:09.558955,USD
1851,1167,1702.35,debit,2024-03-08 12:45:43.474347,USD
1852,1609,834.51,credit,2024-03-08 13:38:17.389738,USD
1853,1267,233.65,debit,2024-03-08 14:30:51.305130,USD
1854,1748,160.5,credit,2024-03-08 15:23:25.220522,EUR
1855,1820,1158.36,credit,2024-03-08 16:15:59.135913,USD
1856,1454,1288.83,credit,2024-03-08 17:08:33.051305,EUR
1857,1905,1701.19,credit,2024-03-08 18:01:06.966696,GBP
1858,1684,592.1,credit,2024-03-08 18:53:40.882088,EUR
1859,1400,343.27,debit,2024-03-08 19:46:14.797479,EUR
1860,1921,764.22,credit,2024-03-08 20:38:48.712871,USD
1861,1980,713.61,credit,2024-03-08 21:31:22.628262,USD
1862,1475,273.61,credit,2024-03-08 22:23:56.543654,EUR
1863,1701,1347.84,debit,2024-03-08 23:16:30.459045,USD
1864,1633,1022.3,credit,2024-03-09 00:09:04.374437,USD
1865,1557,1445.03,credit,2024-03-09 01:01:38.289828,GBP
1866,1575,711.86,credit,2024-03-09 01:54:12.205220,USD
1867,1129,658.15,debit,2024-03-09 02:46:46.120612,GBP
1868,1821,950.43,debit,2024-03-09 03:39:20.036003,USD
1869,1362,1756.04,credit,2024-03-09 04:31:53.951395,EUR
1870,1704,90.16,credit,2024-03-09 05:24:27.866786,EUR
1871,1818,1611.62,credit,2024-03-09 06:17:01.782178,USD
1872,1692,744.29,debit,2024-03-09 07:09:35.697569,USD
1873,1291,1710.69,credit,2024-03-09 08:02:09.612961,USD
1874,1370,1606.38,debit,2024-03-09 08:54:43.528352,USD
1875,1793,704.03,credit,2024-03-09 09:47:17.443744,GBP
1876,1028,1390.81,credit,2024-03-09 10:39:51.359135,USD
1877,1148,327.67,credit,2024-03-09 11:32:25.274527,USD
1878,1778,1793.6,debit,2024-03-09 12:24:59.189918,USD
1879,1295,814.94,debit,2024-03-09 13:17:33.105310,USD
1880,1010,916.69,debit,2024-03-09 14:10:07.020702,USD
1881,1511,1414.46,credit,2024-03-09 15:02:40.936093,GBP
1882,1675,1643.47,credit,2024-03-09 15:55:14.851485,USD
1883,1112,480.32,credit,2024-03-09 16:47:48.766876,USD
1884,1186,1326.09,credit,2024-03-09 17:40:22.682268,USD
1885,1806,790.08,credit,2024-03-09 18:32:56.597659,EUR
1886,1743,743.72,credit,2024-03-09 19:25:30.513051,USD
1887,1226,1383.15,credit,2024-03-09 20:18:04.428442,USD
1888,1309,780.49,credit,2024-03-09 21:10:38.343834,USD
1889,1097,698.76,debit,2024-03-09 22:03:12.259225,EUR
1890,1054,1673.42,credit,2024-03-09 22:55:46.174617,USD
1891,1622,211.54,debit,2024-03-09 23:48:20.090009,USD
1892,1663,1355.03,credit,2024-03-10 00:40:54.005400,USD
1893,1757,504.96,debit,2024-03-10 01:33:27.920792,GBP
1894,1405,40.84,credit,2024-03-10 02:26:01.836183,USD
1895,1068,341.86,credit,2024-03-10 03:18:35.751575,EUR
1896,1311,1217.26,debit,2024-03-10 04:11:09.666966,USD
1897,1288,1421.16,credit,2024-03-10 05:03:43.582358,USD
1898,1761,51.9,debit,2024-03-10 05:56:17.497749,EUR
1899,1547,82.49,debit,2024-03-10 06:48:51.413141,USD
1900,1750,1806.06,credit,2024-03-10 07:41:25.328532,USD
1901,1147,155.88,debit,2024-03-10 08:33:59.243924,USD
1902,1466,1789.42,debit,2024-03-10 09:26:33.159315,USD
1903,1738,464.05,credit,2024-03-10 10:19:07.074707,GBP
1904,1243,1482.64,debit,2024-03-10 11:11:40.990099,GBP
1905,1490,626.37,debit,2024-03-10 12:04:14.905490,EUR
1906,1848,1718.92,credit,2024-03-10 12:56:48.820882,GBP
1907,1957,1403.91,credit,2024-03-10 13:49:22.736273,GBP
1908,1506,809.61,credit,2024-03-10 14:41:56.651665,EUR
1909,1364,161.84,debit,2024-03-10 15:34:30.567056,USD
1910,1481,1468.07,debit,2024-03-10 16:27:04.482448,USD
1911,1200,1237.6,debit,2024-03-10 17:19:38.397839,GBP
1912,1153,15.79,credit,2024-03-10 18:12:12.313231,USD
1913,1449,28.75,credit,2024-03-10 19:04:46.228622,EUR
1914,1500,1619.5,debit,2024-03-10 19:57:20.144014,USD
1915,1072,526.21,credit,2024-03-10 20:49:54.059405,USD
1916,1712,1275.91,debit,2024-03-10 21:42:27.974797,USD
1917,1295,913.89,debit,2024-03-10 22:35:01.890189,USD
1918,1016,1728.23,credit,2024-03-10 23:27:35.805580,GBP
1919,1640,1834.75,credit,2024-03-11 00:20:09.720972,USD
1920,1216,1993.65,credit,2024-03-11 01:12:43.636363,USD
1921,1060,315.83,debit,2024-03-11 02:05:17.551755,USD
1922,1938,1727.3,debit,2024-03-11 02:57:51.467146,USD
1923,1615,539.38,debit,2024-03-11 03:50:25.382538,USD
1924,1041,1185.72,credit,2024-03-11 04:42:59.297929,GBP
1925,1024,1016.49,credit,2024-03-11 05:35:33.213321,EUR
1926,1038,45.8,debit,2024-03-11 06:28:07.128712,USD
1927,1802,1866.21,credit,2024-03-11 07:20:41.044104,GBP
1928,1130,165.87,debit,2024-03-11 08:13:14.959495,GBP
1929,1497,1379.56,credit,2024-03-11 09:05:48.874887,USD
1930,1228,1572.16,credit,2024-03-11 09:58:22.790279,USD
1931,1107,1592.62,credit,2024-03-11 10:50:56.705670,USD
1932,1171,279.63,credit,2024-03-11 11:43:30.621062,USD
1933,1434,900.66,debit,2024-03-11 12:36:04.536453,USD
1934,1477,1660.56,credit,2024-03-11 13:28:38.451845,USD
1935,1101,,debit,2024-03-11 14:21:12.367236,USD
1936,1865,940.82,credit,2024-03-11 15:13:46.282628,EUR
1937,1523,552.86,credit,2024-03-11 16:06:20.198019,EUR
1938,1274,932.47,credit,2024-03-11 16:58:54.113411,USD
1939,1612,1776.8,credit,2024-03-11 17:51:28.028802,EUR
1940,1043,915.7,credit,2024-03-11 18:44:01.944194,EUR
1941,1954,1116.26,debit,2024-03-11 19:36:35.859585,USD
1942,1816,813.91,credit,2024-03-11 20:29:09.774977,USD
1943,1956,925.63,credit,2024-03-11 21:21:43.690369,USD
1944,1016,40.2,credit,2024-03-11 22:14:17.605760,USD
1945,1329,574.65,credit,2024-03-11 23:06:51.521152,USD
1946,1568,878.8,credit,2024-03-11 23:59:25.436543,USD
1947,1822,1271.26,debit,2024-03-12 00:51:59.351935,USD
1948,1496,905.6,credit,2024-03-12 01:44:33.267326,USD
1949,1814,682.26,credit,2024-03-12 02:37:07.182718,GBP
1950,1011,782.32,debit,2024-03-12 03:29:41.098109,EUR
1951,1317,492.16,credit,2024-03-12 04:22:15.013501,EUR
1952,1591,1849.74,credit,2024-03-12 05:14:48.928892,EUR
1953,1215,1048.27,credit,2024-03-12 06:07:22.844284,EUR
1954,1338,36.68,credit,2024-03-12 06:59:56.759675,USD
1955,1775,48.7,credit,2024-03-12 07:52:30.675067,GBP
1956,1990,1946.19,debit,2024-03-12 08:45:04.590459,EUR
1957,1660,450.69,debit,2024-03-12 09:37:38.505850,USD
1958,1080,1613.16,debit,2024-03-12 10:30:12.421242,USD
1959,1726,125.97,credit,2024-03-12 11:22:46.336633,USD
1960,1484,1843.11,debit,2024-03-12 12:15:20.252025,USD
1961,1373,1750.09,credit,2024-03-12 13:07:54.167416,USD
1962,1975,1146.48,credit,2024-03-12 14:00:28.082808,USD
1963,1709,27.91,credit,2024-03-12 14:53:01.998199,EUR
1964,1199,523.04,credit,2024-03-12 15:45:35.913591,USD
1965,1536,819.58,debit,2024-03-12 16:38:09.828982,USD
1966,1465,925.53,debit,2024-03-12 17:30:43.744374,USD
1967,1088,602.38,debit,2024-03-12 18:23:17.659765,EUR
1968,1267,75.57,debit,2024-03-12 19:15:51.575157,GBP
1969,1654,1184.35,debit,2024-03-12 20:08:25.490549,USD
1970,1570,1053.07,credit,2024-03-12 21:00:59.405940,USD
1971,1921,573.17,credit,2024-03-12 21:53:33.321332,USD
1972,1488,85.57,debit,2024-03-12 22:46:07.236723,EUR
1973,1876,1989.24,credit,2024-03-12 23:38:41.152115,EUR
1974,1537,969.15,debit,2024-03-13 00:31:15.067506,EUR
1975,1046,1514.45,credit,2024-03-13 01:23:48.982898,USD
1976,1287,910.1,credit,2024-03-13 02:16:22.898289,USD
1977,1777,95.91,credit,2024-03-13 03:08:56.813681,USD
1978,1015,626.11,debit,2024-03-13 04:01:30.729072,GBP
1979,1710,647.02,credit,2024-03-13 04:54:04.644464,USD
1980,1400,1678.32,debit,2024-03-13 05:46:38.559855,EUR
1981,1918,1311.92,credit,2024-03-13 06:39:12.475247,EUR
1982,1793,558.11,debit,2024-03-13 07:31:46.390639,EUR
1983,1980,1935.8,credit,2024-03-13 08:24:20.306030,USD
1984,1085,649.87,credit,2024-03-13 09:16:54.221422,USD
1985,1249,1996.49,credit,2024-03-13 10:09:28.136813,GBP
1986,1390,1992.37,credit,2024-03-13 11:02:02.052205,GBP
1987,1781,390.51,credit,2024-03-13 11:54:35.967596,USD
1988,1334,632.35,debit,2024-03-13 12:47:09.882988,EUR
1989,1628,977.23,credit,2024-03-13 13:39:43.798379,USD
1990,1518,,credit,2024-03-13 14:32:17.713771,USD
1991,1136,,credit,2024-03-13 15:24:51.629162,USD
1992,1882,1939.19,credit,2024-03-13 16:17:25.544554,EUR
1993,1687,1450.74,credit,2024-03-13 17:09:59.459945,USD
1994,1839,431.97,credit,2024-03-13 18:02:33.375337,USD
1995,1497,219.14,credit,2024-03-13 18:55:07.290729,USD
1996,1826,1379.92,credit,2024-03-13 19:47:41.206120,USD
1997,1726,325.32,credit,2024-03-13 20:40:15.121512,GBP
1998,1476,1577.48,debit,2024-03-13 21:32:49.036903,USD
1999,1593,628.96,credit,2024-03-13 22:25:22.952295,EUR
2000,1222,660.52,credit,2024-03-13 23:17:56.867686,EUR
2001,1989,31.49,credit,2024-03-14 00:10:30.783078,EUR
2002,1371,1405.01,credit,2024-03-14 01:03:04.698469,GBP
2003,1934,235.41,credit,2024-03-14 01:55:38.613861,USD
2004,1994,1548.03,debit,2024-03-14 02:48:12.529252,USD
2005,1401,988.82,credit,2024-03-14 03:40:46.444644,USD
2006,1442,1570.72,debit,2024-03-14 04:33:20.360036,USD
2007,1489,1172.01,credit,2024-03-14 05:25:54.275427,USD
2008,1614,174.04,debit,2024-03-14 06:18:28.190819,USD
2009,1272,1533.65,debit,2024-03-14 07:11:02.106210,GBP
2010,1525,148.9,credit,2024-03-14 08:03:36.021602,EUR
2011,1158,962.62,credit,2024-03-14 08:56:09.936993,USD
2012,1151,352.97,credit,2024-03-14 09:48:43.852385,USD
2013,1994,1507.15,debit,2024-03-14 10:41:17.767776,USD
2014,1619,1824.07,credit,2024-03-14 11:33:51.683168,USD
2015,1187,1112.71,credit,2024-03-14 12:26:25.598559,EUR
2016,1812,1059.02,credit,2024-03-14 13:18:59.513951,USD
2017,1097,1530.29,credit,2024-03-14 14:11:33.429342,USD
2018,1130,20.11,debit,2024-03-14 15:04:07.344734,USD
2019,1804,1836.34,debit,2024-03-14 15:56:41.260126,USD
2020,1170,402.92,credit,2024-03-14 16:49:15.175517,USD
2021,1935,1968.4,credit,2024-03-14 17:41:49.090909,USD
2022,1985,1475.15,credit,2024-03-14 18:34:23.006300,USD
2023,1182,1550.76,debit,2024-03-14 19:26:56.921692,USD
2024,1982,1315.84,debit,2024-03-14 20:19:30.837083,USD
2025,1363,948.61,credit,2024-03-14 21:12:04.752475,USD
2026,1038,1147.54,credit,2024-03-14 22:04:38.667866,EUR
2027,1526,102.34,debit,2024-03-14 22:57:12.583258,USD
2028,1887,,credit,2024-03-14 23:49:46.498649,USD
2029,1496,1255.94,credit,2024-03-15 00:42:20.414041,USD
2030,1515,1783.49,credit,2024-03-15 01:34:54.329432,USD
2031,1348,1016.26,credit,2024-03-15 02:27:28.244824,USD
2032,1981,163.52,credit,2024-03-15 03:20:02.160216,USD
2033,1920,619.33,debit,2024-03-15 04:12:36.075607,USD
2034,1396,1314.7,credit,2024-03-15 05:05:09.990999,USD
2035,1721,486.13,credit,2024-03-15 05:57:43.906390,USD
2036,1160,568.25,credit,2024-03-15 06:50:17.821782,USD
2037,1015,1642.73,debit,2024-03-15 07:42:51.737173,EUR
2038,1492,1172.8,credit,2024-03-15 08:35:25.652565,USD
2039,1425,1021.97,credit,2024-03-15 09:27:59.567956,USD
2040,1107,643.72,credit,2024-03-15 10:20:33.483348,USD
2041,1893,1464.55,debit,2024-03-15 11:13:07.398739,USD
2042,1449,582.56,credit,2024-03-15 12:05:41.314131,EUR
2043,1310,1476.76,credit,2024-03-15 12:58:15.229522,USD
2044,1738,149.5,credit,2024-03-15 13:50:49.144914,EUR
2045,1169,1730.44,credit,2024-03-15 14:43:23.060306,USD
2046,1545,1004.14,debit,2024-03-15 15:35:56.975697,USD
2047,1413,882.63,debit,2024-03-15 16:28:30.891089,USD
2048,1250,1225.94,credit,2024-03-15 17:21:04.806480,EUR
2049,1758,1252.14,credit,2024-03-15 18:13:38.721872,USD
2050,1780,272.75,credit,2024-03-15 19:06:12.637263,USD
2051,1140,1514.9,credit,2024-03-15 19:58:46.552655,USD
2052,1273,559.1,debit,2024-03-15 20:51:20.468046,USD
2053,1415,1810.87,credit,2024-03-15 21:43:54.383438,GBP
2054,1607,1637.52,credit,2024-03-15 22:36:28.298829,USD
2055,1738,699.07,debit,2024-03-15 23:29:02.214221,USD
2056,1890,1617.4,credit,2024-03-16 00:21:36.129612,USD
2057,1038,719.22,credit,2024-03-16 01:14:10.045004,USD
2058,1813,210.89,debit,2024-03-16 02:06:43.960396,USD
2059,1028,1924.16,debit,2024-03-16 02:59:17.875787,USD
2060,1957,1308.68,debit,2024-03-16 03:51:51.791179,USD
2061,1476,917.64,debit,2024-03-16 04:44:25.706570,USD
2062,1317,801.57,credit,2024-03-16 05:36:59.621962,EUR
2063,1244,656.16,credit,2024-03-16 06:29:33.537353,USD
2064,1747,1963.08,credit,2024-03-16 07:22:07.452745,USD
2065,1696,278.15,debit,2024-03-16 08:14:41.368136,USD
2066,1271,636.46,credit,2024-03-16 09:07:15.283528,USD
2067,1439,976.14,credit,2024-03-16 09:59:49.198919,USD
2068,1747,961.22,debit,2024-03-16 10:52:23.114311,EUR
2069,1238,948.02,credit,2024-03-16 11:44:57.029702,USD
2070,1376,359.81,credit,2024-03-16 12:37:30.945094,USD
2071,1265,298.42,credit,2024-03-16 13:30:04.860486,USD
2072,1925,516.99,credit,2024-03-16 14:22:38.775877,USD
2073,1920,1829.91,credit,2024-03-16 15:15:12.691269,USD
2074,1358,234.98,credit,2024-03-16 16:07:46.606660,EUR
2075,1339,1517.28,credit,2024-03-16 17:00:20.522052,GBP
2076,1388,1517.52,credit,2024-03-16 17:52:54.437443,USD
2077,1576,1621.44,credit,2024-03-16 18:45:28.352835,USD
2078,1989,1774.36,credit,2024-03-16 19:38:02.268226,USD
2079,1688,533.44,credit,2024-03-16 20:30:36.183618,USD
2080,1002,456.87,credit,2024-03-16 21:23:10.099009,USD
2081,1428,936.36,credit,2024-03-16 22:15:44.014401,USD
2082,1141,537.53,debit,2024-03-16 23:08:17.929792,EUR
2083,1375,1471.28,debit,2024-03-17 00:00:51.845184,USD
2084,1669,1275.52,credit,2024-03-17 00:53:25.760576,USD
2085,1323,1751.23,credit,2024-03-17 01:45:59.675967,USD
2086,1145,174.65,credit,2024-03-17 02:38:33.591359,EUR
2087,1957,1831.02,debit,2024-03-17 03:31:07.506750,USD
2088,1292,593.76,debit,2024-03-17 04:23:41.422142,USD
2089,1664,986.48,credit,2024-03-17 05:16:15.337533,USD
2090,1431,882.84,debit,2024-03-17 06:08:49.252925,EUR
2091,1704,1523.02,debit,2024-03-17 07:01:23.168316,USD
2092,1948,846.46,credit,2024-03-17 07:53:57.083708,USD
2093,1974,1887.67,credit,2024-03-17 08:46:30.999099,EUR
2094,1584,1806.04,credit,2024-03-17 09:39:04.914491,USD
2095,1398,1745.6,credit,2024-03-17 10:31:38.829882,USD
2096,1816,151.8,credit,2024-03-17 11:24:12.745274,USD
2097,1888,1709.97,debit,2024-03-17 12:16:46.660666,USD
2098,1343,1565.45,credit,2024-03-17 13:09:20.576057,USD
2099,1963,215.99,credit,2024-03-17 14:01:54.491449,EUR
2100,1139,223.75,debit,2024-03-17 14:54:28.406840,USD
2101,1186,211.32,credit,2024-03-17 15:47:02.322232,GBP
2102,1804,32.55,credit,2024-03-17 16:39:36.237623,EUR
2103,1060,1101.78,credit,2024-03-17 17:32:10.153015,GBP
2104,1996,1947.05,credit,2024-03-17 18:24:44.068406,USD
2105,1938,882.98,credit,2024-03-17 19:17:17.983798,USD
2106,1379,1086.11,debit,2024-03-17 20:09:51.899189,EUR
2107,1709,1936.26,credit,2024-03-17 21:02:25.814581,EUR
2108,1806,517.81,credit,2024-03-17 21:54:59.729972,EUR
2109,1439,1718.36,credit,2024-03-17 22:47:33.645364,USD
2110,1318,1097.32,debit,2024-03-17 23:40:07.560756,USD
2111,1301,1143.26,debit,2024-03-18 00:32:41.476147,EUR
2112,1343,692.92,debit,2024-03-18 01:25:15.391539,EUR
2113,1010,1127.55,credit,2024-03-18 02:17:49.306930,USD
2114,1061,155.55,debit,2024-03-18 03:10:23.222322,USD
2115,1844,1531.64,debit,2024-03-18 04:02:57.137713,USD
2116,1225,576.53,debit,2024-03-18 04:55:31.053105,USD
2117,1152,1776.34,credit,2024-03-18 05:48:04.968496,GBP
2118,1710,742.02,credit,2024-03-18 06:40:38.883888,USD
2119,1563,294.22,credit,2024-03-18 07:33:12.799279,USD
2120,1771,1394.8,credit,2024-03-18 08:25:46.714671,EUR
2121,1570,337.51,debit,2024-03-18 09:18:20.630063,USD
2122,1583,1509.82,credit,2024-03-18 10:10:54.545454,EUR
2123,1659,1936.54,credit,2024-03-18 11:03:28.460846,EUR
2124,1860,1561.31,credit,2024-03-18 11:56:02.376237,EUR
2125,1574,54.67,credit,2024-03-18 12:48:36.291629,USD
2126,1309,1203.77,credit,2024-03-18 13:41:10.207020,USD
2127,1884,1393.87,credit,2024-03-18 14:33:44.122412,USD
2128,1242,1652.66,debit,2024-03-18 15:26:18.037803,USD
2129,1492,121.44,credit,2024-03-18 16:18:51.953195,USD
2130,1365,965.41,debit,2024-03-18 17:11:25.868586,USD
2131,1329,1075.39,credit,2024-03-18 18:03:59.783978,USD
2132,1106,346.56,debit,2024-03-18 18:56:33.699369,USD
2133,1225,651.68,credit,2024-03-18 19:49:07.614761,EUR
2134,1824,886.04,credit,2024-03-18 20:41:41.530153,EUR
2135,1217,1668.09,credit,2024-03-18 21:34:15.445544,USD
2136,1936,1859.52,credit,2024-03-18 22:26:49.360936,EUR
2137,1752,1260.56,credit,2024-03-18 23:19:23.276327,USD
2138,1505,795.94,debit,2024-03-19 00:11:57.191719,EUR
2139,1258,515.52,credit,2024-03-19 01:04:31.107110,USD
2140,1887,1964.45,credit,2024-03-19 01:57:05.022502,USD
2141,1773,1966.21,debit,2024-03-19 02:49:38.937893,USD
2142,1516,1850.7,credit,2024-03-19 03:42:12.853285,USD
2143,1772,1573.48,credit,2024-03-19 04:34:46.768676,USD
2144,1053,658.3,debit,2024-03-19 05:27:20.684068,USD
2145,1046,1635.83,credit,2024-03-19 06:19:54.599459,USD
2146,1726,823.5,debit,2024-03-19 07:12:28.514851,USD
2147,1688,660.28,debit,2024-03-19 08:05:02.430243,USD
2148,1520,1492.28,debit,2024-03-19 08:57:36.345634,USD
2149,1098,168.51,debit,2024-03-19 09:50:10.261026,USD
2150,1019,106.64,credit,2024-03-19 10:42:44.176417,USD
2151,1889,901.43,credit,2024-03-19 11:35:18.091809,EUR
2152,1752,896.82,debit,2024-03-19 12:27:52.007200,USD
2153,1572,1792.33,credit,2024-03-19 13:20:25.922592,GBP
2154,1890,261.04,credit,2024-03-19 14:12:59.837983,USD
2155,1489,255.34,debit,2024-03-19 15:05:33.753375,EUR
2156,1418,303.43,credit,2024-03-19 15:58:07.668766,USD
2157,1689,69.18,credit,2024-03-19 16:50:41.584158,USD
2158,1849,152.75,credit,2024-03-19 17:43:15.499549,USD
2159,1061,1323.14,credit,2024-03-19 18:35:49.414941,USD
2160,1144,868.85,credit,2024-03-19 19:28:23.330333,USD
2161,1215,1529.57,debit,2024-03-19 20:20:57.245724,EUR
2162,1002,1985.27,debit,2024-03-19 21:13:31.161116,EUR
2163,1159,1321.48,debit,2024-03-19 22:06:05.076507,USD
2164,1738,110.41,credit,2024-03-19 22:58:38.991899,GBP
2165,1997,218.08,credit,2024-03-19 23:51:12.907290,GBP
2166,1780,1763.2,credit,2024-03-20 00:43:46.822682,USD
2167,1119,1059.72,credit,2024-03-20 01:36:20.738073,EUR
2168,1892,,credit,2024-03-20 02:28:54.653465,USD
2169,1088,1714.66,credit,2024-03-20 03:21:28.568856,USD
2170,1328,1856.07,credit,2024-03-20 04:14:02.484248,USD
2171,1579,1900.16,credit,2024-03-20 05:06:36.399639,EUR
2172,1909,1114.1,debit,2024-03-20 05:59:10.315031,USD
2173,1356,688.63,credit,2024-03-20 06:51:44.230423,USD
2174,1609,1924.11,debit,2024-03-20 07:44:18.145814,USD
2175,1266,1099.34,credit,2024-03-20 08:36:52.061206,USD
2176,1616,,credit,2024-03-20 09:29:25.976597,USD
2177,1951,1289.13,credit,2024-03-20 10:21:59.891989,USD
2178,1322,1179.49,credit,2024-03-20 11:14:33.807380,USD
2179,1634,1792.63,credit,2024-03-20 12:07:07.722772,USD
2180,1987,1309.84,credit,2024-03-20 12:59:41.638163,USD
